canonical_id,name,type,aliases,gold_name,homepage,doi,source
3514668,irgroup/fair-trec: trec 2019 conference release,Software,irgroup/fair-trec: trec 2019 conference release,trec,,10.5281/zenodo.3514668,Zenodo
7619064,TREC CAsT19-20 Collection,Dataset,trec cast19-20 collection,trec,,10.1145/3477495.3531961,Zenodo
15869078,TREC-ToT 2025,Dataset,trec-tot 2025,trec,,10.5281/zenodo.15869078,Zenodo
6773243,Historical Photograph and Document Collection,Dataset,historical photograph and document collection,trec,,10.5281/zenodo.6773243,Zenodo
10467919,Global leaf chlorophyll content product from MERIS imagery (GLOBMAP MERIS LCC),Dataset,global leaf chlorophyll content product from meris imagery (globmap meris lcc),lcc,,10.5281/zenodo.10467919,Zenodo
3734982,MPAS-A version 6.1/Noah Land Surface Model with Tiled Land Cover Characteristics,Software,mpas-a version 6.1/noah land surface model with tiled land cover characteristics,lcc,,10.5281/zenodo.3734982,Zenodo
4949274,Data from: Evidence of functional divergence in MSP7 paralogous proteins: a molecular-evolutionary and phylogenetic analysis,Dataset,data from: evidence of functional divergence in msp7 paralogous proteins: a molecular-evolutionary and phylogenetic analysis,repobench-p,,10.5061/dryad.3qk84,Zenodo
4975759,Data from: Differences in Al sensitivity affect establishment of Populus genotypes on acidic forest land,Dataset,data from: differences in al sensitivity affect establishment of populus genotypes on acidic forest land,repobench-p,,10.5061/dryad.jb78964,Zenodo
1493803,"Supplementary material 8 from: Klimmek F, Baur H (2018) An interactive key to Central European species of the Pteromalus albipennis species group and other species of the genus (Hymenoptera: Chalcidoidea: Pteromalidae), with the description of a new species. Biodiversity Data Journal 6: e27722. https://doi.org/10.3897/BDJ.6.e27722",Dataset,"supplementary material 8 from: klimmek f, baur h (2018) an interactive key to central european species of the pteromalus albipennis species group and other species of the genus (hymenoptera: chalcidoidea: pteromalidae), with the description of a new species. biodiversity data journal 6: e27722. https://doi.org/10.3897/bdj.6.e27722",repobench-p,,10.3897/BDJ.6.e27722.suppl8,Zenodo
1493801,"Supplementary material 7 from: Klimmek F, Baur H (2018) An interactive key to Central European species of the Pteromalus albipennis species group and other species of the genus (Hymenoptera: Chalcidoidea: Pteromalidae), with the description of a new species. Biodiversity Data Journal 6: e27722. https://doi.org/10.3897/BDJ.6.e27722",Dataset,"supplementary material 7 from: klimmek f, baur h (2018) an interactive key to central european species of the pteromalus albipennis species group and other species of the genus (hymenoptera: chalcidoidea: pteromalidae), with the description of a new species. biodiversity data journal 6: e27722. https://doi.org/10.3897/bdj.6.e27722",repobench-p,,10.3897/BDJ.6.e27722.suppl7,Zenodo
1493793,"Supplementary material 3 from: Klimmek F, Baur H (2018) An interactive key to Central European species of the Pteromalus albipennis species group and other species of the genus (Hymenoptera: Chalcidoidea: Pteromalidae), with the description of a new species. Biodiversity Data Journal 6: e27722. https://doi.org/10.3897/BDJ.6.e27722",Dataset,"supplementary material 3 from: klimmek f, baur h (2018) an interactive key to central european species of the pteromalus albipennis species group and other species of the genus (hymenoptera: chalcidoidea: pteromalidae), with the description of a new species. biodiversity data journal 6: e27722. https://doi.org/10.3897/bdj.6.e27722",repobench-p,,10.3897/BDJ.6.e27722.suppl3,Zenodo
3671376,dad_coil100,Dataset,dad_coil100,coil100,,10.5281/zenodo.3671376,Zenodo
7267888,"Water quality analysis from the Cozza-Guardati well in Lecce, before and after the ADV.ERT treatment",Dataset,"water quality analysis from the cozza-guardati well in lecce, before and after the adv.ert treatment",iris,,10.5281/zenodo.7267888,Zenodo
10864063,Extracting Biomedical Entities from Noisy Audio Transcripts--Dataset,Dataset,extracting biomedical entities from noisy audio transcripts--dataset,cadec,,10.5281/zenodo.10864063,Zenodo
3236318,Deep Neural Models for Medical Concept Normalization in User-Generated Texts,Dataset,deep neural models for medical concept normalization in user-generated texts,cadec,,10.5281/zenodo.3236318,Zenodo
10864063,Extracting Biomedical Entities from Noisy Audio Transcripts--Dataset,Dataset,extracting biomedical entities from noisy audio transcripts--dataset,annotated cadec,,10.5281/zenodo.10864063,Zenodo
3236318,Deep Neural Models for Medical Concept Normalization in User-Generated Texts,Dataset,deep neural models for medical concept normalization in user-generated texts,annotated cadec,,10.5281/zenodo.3236318,Zenodo
4710748,AnCora 3.0.1 Spanish,Dataset,ancora 3.0.1 spanish,annotated cadec,,10.5281/zenodo.4710748,Zenodo
4762031,AnCora Catalan 2.0.0,Dataset,ancora catalan 2.0.0,annotated cadec,,10.5281/zenodo.4762031,Zenodo
14606173,Students' Abnormal Behavior in Online Exam Dataset,Dataset,students' abnormal behavior in online exam dataset,annotated cadec,,10.5281/zenodo.14606173,Zenodo
4446249,Classical Syriac annotated lexemes,Dataset,classical syriac annotated lexemes,annotated cadec,,10.5281/zenodo.4446249,Zenodo
15703783,"qB2H, an optimized and versatile bacterial two-hybrid for quantitative assessment of protein-protein interactions",Dataset,"qb2h, an optimized and versatile bacterial two-hybrid for quantitative assessment of protein-protein interactions",alternative entities,,10.5281/zenodo.15703783,Zenodo
15058501,Dataset_HTEData_Nitration of heteroarenes,Dataset,dataset_htedata_nitration of heteroarenes,alternative entities,,10.5281/zenodo.15058501,Zenodo
15533059,The French Lombard Dataset,Dataset,the french lombard dataset,open images,,10.5281/zenodo.15533059,Zenodo
13322242,INSA soil image dataset,Dataset,insa soil image dataset,open images,,10.5281/zenodo.13322242,Zenodo
10810330,UD-GeoDataNavigation,Software,ud-geodatanavigation,open images,,10.5281/zenodo.10810330,Zenodo
17198832,"Supplementary material from: Puget Gil J, Coquery E, Samuel J, Gesquière G (2025) Condensed Representation of RDF and its Application on Graph Versioning",Dataset,"supplementary material from: puget gil j, coquery e, samuel j, gesquière g (2025) condensed representation of rdf and its application on graph versioning",open images,,10.5281/zenodo.17198832,Zenodo
10663465,"Data for ""Creating metadata using Ecological Metadata Language (EML) standard with EML Assembly Line functionalities"" Galaxy tutorial",Dataset,"data for ""creating metadata using ecological metadata language (eml) standard with eml assembly line functionalities"" galaxy tutorial",open images dataset v7,,10.5281/zenodo.10663465,Zenodo
4060018,Continental Splitted Non-IID Image Classification Dataset,Dataset,continental splitted non-iid image classification dataset,open images dataset v7,,10.5281/zenodo.4060018,Zenodo
17094810,All Countries' Dataset,Dataset,all countries' dataset,open images dataset v7,,10.5281/zenodo.17094810,Zenodo
15533059,The French Lombard Dataset,Dataset,the french lombard dataset,open images dataset v7,,10.5281/zenodo.15533059,Zenodo
10540831,OpenImage-O,Dataset,openimage-o,openimages,,10.5281/zenodo.10540831,Zenodo
6670746,DECIMER Image classifier dataset,Dataset,decimer image classifier dataset,openimages,,10.5281/zenodo.6670746,Zenodo
11331618,MatSeg: Material State Segmentation Dataset and Benchmark,Dataset,matseg: material state segmentation dataset and benchmark,openimages,,10.5281/zenodo.11331618,Zenodo
15140899,"Table 5 in Comparative and cladistic analyses of the species of the genus Pelodera Schneider, 1866 (Rhabditidae: Nematoda) belonging to the coarctata group",Dataset,"table 5 in comparative and cladistic analyses of the species of the genus pelodera schneider, 1866 (rhabditidae: nematoda) belonging to the coarctata group",sachs,,10.5281/zenodo.15140899,Zenodo
7193331,Transformer-based assignment decision network for multiple object tracking,Software,transformer-based assignment decision network for multiple object tracking,mot17,,10.48550/arXiv.2208.03571,Zenodo
438637,STFleming/RELISH: RELISH,Software,stfleming/relish: relish,relish,,10.5281/zenodo.438637,Zenodo
14801641,Datasets for OntoClue Project,Dataset,datasets for ontoclue project,relish,,10.5281/zenodo.14801641,Zenodo
14865428,OntoClue Docker,Software,ontoclue docker,relish,,10.5281/zenodo.14865428,Zenodo
13861950,word2doc2vec-doc-relevance,Software,word2doc2vec-doc-relevance,relish,,10.5281/zenodo.13861950,Zenodo
6493847,PANACEA dataset - Heterogeneous COVID-19 Claims,Dataset,panacea dataset - heterogeneous covid-19 claims,treccovid,,10.5281/zenodo.6493847,Zenodo
10852971,1st International Workshop on Open Web Search #wows2024 at ECIR 2024: Document Processors,Dataset,1st international workshop on open web search #wows2024 at ecir 2024: document processors,treccovid,,10.5281/zenodo.10852971,Zenodo
4582776,CORD-19 Software Mentions,Dataset,cord-19 software mentions,cord-19,,10.5061/dryad.vmcvdncs0,Zenodo
3731542,CORD-19_ scite_citation_tallies+contexts,Dataset,cord-19_ scite_citation_tallies+contexts,cord-19,,10.5281/zenodo.3731542,Zenodo
3813567,COVID-19 Open Research Dataset (CORD-19),Dataset,covid-19 open research dataset (cord-19),cord-19,,10.5281/zenodo.3813567,Zenodo
4432958,CORD-19 Diachronic Concept Embeddings,Dataset,cord-19 diachronic concept embeddings,cord-19,,10.5281/zenodo.4432958,Zenodo
5235661,Softcite software mention extraction from the CORD-19 publications,Dataset,softcite software mention extraction from the cord-19 publications,cord-19,,10.5281/zenodo.5235661,Zenodo
15462002,Wiki-Quantities and Wiki-Measurements: Datasets of Quantities and their Measurement Context from Wikipedia,Dataset,wiki-quantities and wiki-measurements: datasets of quantities and their measurement context from wikipedia,s2orc,,10.5281/zenodo.15462002,Zenodo
3957521,LG-covid19-HOTP: Literature Graph of Scholarly Articles Relevant to COVID-19 Study,Dataset,lg-covid19-hotp: literature graph of scholarly articles relevant to covid-19 study,semantic scholar open research corpus,,10.5281/zenodo.3957521,Zenodo
14417422,"Citation contexts of [How Many Scientists Fabricate and Falsify Research? A Systematic Review and Meta-Analysis of Survey Data, DOI: 10.1371/journal.pone.0005738]",Dataset,"citation contexts of [how many scientists fabricate and falsify research? a systematic review and meta-analysis of survey data, doi: 10.1371/journal.pone.0005738]",semantic scholar open research corpus,,10.5281/zenodo.14417422,Zenodo
3813567,COVID-19 Open Research Dataset (CORD-19),Dataset,covid-19 open research dataset (cord-19),semantic scholar open research corpus,,10.5281/zenodo.3813567,Zenodo
6782247,Classical Tibetan Word Embeddings,Dataset,classical tibetan word embeddings,semantic scholar open research corpus,,10.5281/zenodo.6782247,Zenodo
14331904,"""Synthetic Dataset for Solving the Black-Scholes Equation with Neural Networks""",Dataset,"""synthetic dataset for solving the black-scholes equation with neural networks""",blackscholes,,10.5281/zenodo.14331904,Zenodo
4086243,Learning agents in black-scholes financial markets,Dataset,learning agents in black-scholes financial markets,blackscholes,,10.5061/dryad.prr4xgxjg,Zenodo
53888,purpletag: for Journal of Information Technology & Politics,Software,purpletag: for journal of information technology & politics,heston,,10.5281/zenodo.53888,Zenodo
5004482,Data from: Contemporary ecological interactions improve models of past trait evolution,Dataset,data from: contemporary ecological interactions improve models of past trait evolution,ornstein-uhlenbeck,,10.5061/dryad.3vb73,Zenodo
5022977,Data from: Comparative analysis of principal components can be misleading,Dataset,data from: comparative analysis of principal components can be misleading,ornstein-uhlenbeck,,10.5061/dryad.70c34,Zenodo
5027137,Data from: A novel Bayesian method for inferring and interpreting the dynamics of adaptive landscapes from phylogenetic comparative data,Dataset,data from: a novel bayesian method for inferring and interpreting the dynamics of adaptive landscapes from phylogenetic comparative data,ornstein-uhlenbeck,,10.5061/dryad.t342m,Zenodo
5026258,Data from: Global patterns of leaf defenses in oak species,Dataset,data from: global patterns of leaf defenses in oak species,ornstein-uhlenbeck,,10.5061/dryad.336n3gt0,Zenodo
4992458,Data from: Adaptive landscape and functional diversity of Neotropical cichlids: implications for the ecology and evolution of Cichlinae (Cichlidae; Cichliformes),Dataset,data from: adaptive landscape and functional diversity of neotropical cichlids: implications for the ecology and evolution of cichlinae (cichlidae; cichliformes),ornstein-uhlenbeck,,10.5061/dryad.j04r6,Zenodo
4289363,Release for Multistate Ornstein-Uhlenbeck approach for practical estimation of movement and resource selection around central places,Software,release for multistate ornstein-uhlenbeck approach for practical estimation of movement and resource selection around central places,ornsteinuhlenbeck,,10.5281/zenodo.4289363,Zenodo
5595086,OSP_OSB,Software,osp_osb,ornsteinuhlenbeck,,10.5281/zenodo.5595086,Zenodo
11350840,paleoTS_test: Examine paleoTS model selection performance with time series length,Software,paleots_test: examine paleots model selection performance with time series length,ornsteinuhlenbeck,,10.5281/zenodo.11350840,Zenodo
3690242,Menura,Software,menura,ornsteinuhlenbeck,,10.5281/zenodo.3690242,Zenodo
11656118,"Data for the paper ""Particle method for the numerical simulation of the path-dependent McKean-Vlasov equation""",Dataset,"data for the paper ""particle method for the numerical simulation of the path-dependent mckean-vlasov equation""",ornsteinuhlenbeck,,10.5281/zenodo.11656118,Zenodo
5013699,Data from: Tempo and mode of performance evolution across multiple independent origins of adhesive toe pads in lizards,Dataset,data from: tempo and mode of performance evolution across multiple independent origins of adhesive toe pads in lizards,ornsteinuhlenbeck,,10.5061/dryad.45623,Zenodo
13670212,Weitao-chat/PhysioNet-Cardiovascular-Signal-Toolbox: V1.0.2,Software,weitao-chat/physionet-cardiovascular-signal-toolbox: v1.0.2,physionet,,10.5281/zenodo.13670212,Zenodo
10117230,MIT-BIH Malignant Ventricular Ectopy Database,Dataset,mit-bih malignant ventricular ectopy database,physionet,,10.5281/zenodo.10117230,Zenodo
3401708,cliffordlab/PhysioNet-Cardiovascular-Signal-Toolbox: PhysioNet-Cardiovascular-Signal-Toolbox 1.0.2,Software,cliffordlab/physionet-cardiovascular-signal-toolbox: physionet-cardiovascular-signal-toolbox 1.0.2,physionet,,10.5281/zenodo.3401708,Zenodo
10117296,CU Ventricular Tachyarrhythmia Database,Dataset,cu ventricular tachyarrhythmia database,physionet,,10.5281/zenodo.10117296,Zenodo
6879233,Paroxysmal Atrial Fibrillation Events Detection from Dynamic ECG Recordings - The 4th China Physiological Signal Challenge 2021,Dataset,paroxysmal atrial fibrillation events detection from dynamic ecg recordings - the 4th china physiological signal challenge 2021,physionet,,10.5281/zenodo.6879233,Zenodo
13293169,AI4HealthUOL/ECG-MIMIC: Physionet: updated stratified folds,Software,ai4healthuol/ecg-mimic: physionet: updated stratified folds,physionet,,10.5281/zenodo.13293169,Zenodo
5794658,Reducing False Arrhythmia Alarms in the ICU - The PhysioNet Computing in Cardiology Challenge 2015,Dataset,reducing false arrhythmia alarms in the icu - the physionet computing in cardiology challenge 2015,physionet,,10.5281/zenodo.5794658,Zenodo
11186692,ECG5000 UCR Archive Dataset,Dataset,ecg5000 ucr archive dataset,physionet,,10.5281/zenodo.11186692,Zenodo
10852712,AtrialFibrillation,Dataset,atrialfibrillation,physionet,,10.13026/C2CC7Z,Zenodo
7802983,mrQA: Automatic Protocol Compliance Checks on MR datasets,Software,mrqa: automatic protocol compliance checks on mr datasets,mrqa,,10.5281/zenodo.7802983,Zenodo
10218665,"Dataset related to: ""Functional ability before and after rehabilitation in elderly patients with shortening and/or rotational deformity of the lower limb after hip fracture""",Dataset,"dataset related to: ""functional ability before and after rehabilitation in elderly patients with shortening and/or rotational deformity of the lower limb after hip fracture""",srd,,10.5281/zenodo.10218665,Zenodo
