#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text= 
0-0	0-1	 	*[57]|*[403]	ONTOLOGY[57]|DATASET[57]|EVALMETRIC[57]|SOFTWARE[57]|PUBLICATION[57]|WORKSHOP[57]|PROGLANG[57]|LICENSE[57]|PROJECT[57]|CONFERENCE[403]
34-322	7928-7935	License	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-323	7937-7940	MIT	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-324	7942-7943	#	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-325	7943-7944	#	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-326	7945-7961	Acknowledgements	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-327	7963-7966	The	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-328	7967-7972	ELLIS	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-329	7973-7977	Unit	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-330	7978-7982	Linz	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-331	7982-7983	,	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-332	7984-7987	the	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-333	7988-7991	LIT	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-334	7992-7994	AI	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-335	7995-7998	Lab	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-336	7998-7999	,	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-337	8000-8003	the	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-338	8004-8013	Institute	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-339	8014-8017	for	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-340	8018-8020	Ma	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-341	8020-8021	-	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-342	8022-8027	chine	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-343	8028-8036	Learning	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-344	8036-8037	,	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-345	8038-8041	are	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-346	8042-8051	supported	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-347	8052-8054	by	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-348	8055-8058	the	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-349	8059-8066	Federal	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-350	8067-8072	State	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-351	8073-8078	Upper	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-352	8079-8086	Austria	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]
34-353	8086-8087	.	*[397]	LICENSE[397]|DATASET[397]|PROJECT[397]|SOFTWARE[397]|PUBLICATION[397]|ONTOLOGY[397]|EVALMETRIC[397]|CONFERENCE[397]|PROGLANG[397]|WORKSHOP[397]

#Text=We thank the projects AI-MOTION (LIT-2018- 6-YOU-212), DeepFlood (LIT-2019-8-YOU-213), Medi- cal Cognitive Computing Center (MC3), INCONTROL- RL (FFG-881064), PRIMAL (FFG-873979), S3AI (FFG- 872172), DL for GranularFlow (FFG-871302), EPILEP- SIA (FFG-892171), AIRI FG 9-N (FWF-36284, FWF- 36235), AI4GreenHeatingGrids(FFG- 899943), INTE- GRATE (FFG-892418), ELISE (H2020-ICT-2019-3 ID: 951847), Stars4Waters (HORIZON-CL6-2021-CLIMATE- 01-01).
35-1	8088-8090	We	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-2	8091-8096	thank	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-3	8097-8100	the	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-4	8101-8109	projects	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-5	8110-8119	AI-MOTION	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-6	8120-8121	(	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-7	8121-8124	LIT	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-8	8124-8125	-	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-9	8125-8129	2018	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-10	8129-8130	-	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-11	8131-8132	6	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-12	8132-8133	-	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-13	8133-8136	YOU	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-14	8136-8137	-	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-15	8137-8140	212	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-16	8140-8141	)	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-17	8141-8142	,	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-18	8143-8152	DeepFlood	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-19	8153-8154	(	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-20	8154-8157	LIT	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-21	8157-8158	-	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-22	8158-8162	2019	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-23	8162-8163	-	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-24	8163-8164	8	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-25	8164-8165	-	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-26	8165-8168	YOU	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-27	8168-8169	-	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-28	8169-8172	213	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-29	8172-8173	)	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-30	8173-8174	,	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-31	8175-8179	Medi	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-32	8179-8180	-	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-33	8181-8184	cal	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-34	8185-8194	Cognitive	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-35	8195-8204	Computing	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-36	8205-8211	Center	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-37	8212-8213	(	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-38	8213-8216	MC3	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-39	8216-8217	)	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-40	8217-8218	,	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-41	8219-8228	INCONTROL	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-42	8228-8229	-	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-43	8230-8232	RL	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-44	8233-8234	(	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-45	8234-8237	FFG	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-46	8237-8238	-	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-47	8238-8244	881064	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-48	8244-8245	)	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-49	8245-8246	,	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-50	8247-8253	PRIMAL	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-51	8254-8255	(	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-52	8255-8258	FFG	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-53	8258-8259	-	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-54	8259-8265	873979	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-55	8265-8266	)	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-56	8266-8267	,	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-57	8268-8272	S3AI	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-58	8273-8274	(	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-59	8274-8277	FFG	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-60	8277-8278	-	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-61	8279-8285	872172	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-62	8285-8286	)	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-63	8286-8287	,	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-64	8288-8290	DL	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-65	8291-8294	for	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-66	8295-8307	GranularFlow	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-67	8308-8309	(	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-68	8309-8312	FFG	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-69	8312-8313	-	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-70	8313-8319	871302	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-71	8319-8320	)	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-72	8320-8321	,	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-73	8322-8328	EPILEP	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-74	8328-8329	-	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-75	8330-8333	SIA	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-76	8334-8335	(	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-77	8335-8338	FFG	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
35-78	8338-8339	-	*[398]	EVALMETRIC[398]|SOFTWARE[398]|PUBLICATION[398]|CONFERENCE[398]|DATASET[398]|PROGLANG[398]|WORKSHOP[398]|LICENSE[398]|ONTOLOGY[398]|PROJECT[398]
