#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text= 
0-0	0-1	 	*[57]|*[72]	DATASET[57]|ONTOLOGY[57]|EVALMETRIC[57]|SOFTWARE[57]|PUBLICATION[57]|PROJECT[57]|WORKSHOP[57]|PROGLANG[57]|LICENSE[57]|CONFERENCE[72]
10-18	3379-3386	methods	*[67]	EVALMETRIC[67]|SOFTWARE[67]|CONFERENCE[67]|WORKSHOP[67]|ONTOLOGY[67]|PROGLANG[67]|LICENSE[67]|PROJECT[67]|PUBLICATION[67]|DATASET[67]
10-19	3386-3387	.	*[67]	EVALMETRIC[67]|SOFTWARE[67]|CONFERENCE[67]|WORKSHOP[67]|ONTOLOGY[67]|PROGLANG[67]|LICENSE[67]|PROJECT[67]|PUBLICATION[67]|DATASET[67]

#Text=Most of the methods are available in the form of R package, and in the "interface to comparison methods" folders, we provide interface programs (written in R) to use these datasets with the available R packages for comparison.
11-1	3388-3392	Most	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-2	3393-3395	of	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-3	3396-3399	the	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-4	3400-3407	methods	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-5	3408-3411	are	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-6	3412-3421	available	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-7	3422-3424	in	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-8	3425-3428	the	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-9	3429-3433	form	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-10	3434-3436	of	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-11	3437-3438	R	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-12	3439-3446	package	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-13	3446-3447	,	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-14	3448-3451	and	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-15	3452-3454	in	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-16	3455-3458	the	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-17	3459-3460	"	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-18	3460-3469	interface	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-19	3470-3472	to	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-20	3473-3483	comparison	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-21	3484-3491	methods	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-22	3491-3492	"	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-23	3493-3500	folders	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-24	3500-3501	,	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-25	3502-3504	we	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-26	3505-3512	provide	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-27	3513-3522	interface	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-28	3523-3531	programs	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-29	3532-3533	(	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-30	3533-3540	written	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-31	3541-3543	in	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-32	3544-3545	R	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-33	3545-3546	)	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-34	3547-3549	to	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-35	3550-3553	use	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-36	3554-3559	these	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-37	3560-3568	datasets	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-38	3569-3573	with	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-39	3574-3577	the	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-40	3578-3587	available	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-41	3588-3589	R	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-42	3590-3598	packages	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-43	3599-3602	for	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-44	3603-3613	comparison	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]
11-45	3613-3614	.	*[68]	PROGLANG[68]|WORKSHOP[68]|LICENSE[68]|DATASET[68]|PROJECT[68]|SOFTWARE[68]|PUBLICATION[68]|ONTOLOGY[68]|EVALMETRIC[68]|CONFERENCE[68]

#Text=Please install the related R pacakges before using the interface programs.
12-1	3615-3621	Please	*[69]	LICENSE[69]|PROJECT[69]|DATASET[69]|ONTOLOGY[69]|EVALMETRIC[69]|SOFTWARE[69]|PUBLICATION[69]|CONFERENCE[69]|WORKSHOP[69]|PROGLANG[69]
12-2	3622-3629	install	*[69]	LICENSE[69]|PROJECT[69]|DATASET[69]|ONTOLOGY[69]|EVALMETRIC[69]|SOFTWARE[69]|PUBLICATION[69]|CONFERENCE[69]|WORKSHOP[69]|PROGLANG[69]
12-3	3630-3633	the	*[69]	LICENSE[69]|PROJECT[69]|DATASET[69]|ONTOLOGY[69]|EVALMETRIC[69]|SOFTWARE[69]|PUBLICATION[69]|CONFERENCE[69]|WORKSHOP[69]|PROGLANG[69]
12-4	3634-3641	related	*[69]	LICENSE[69]|PROJECT[69]|DATASET[69]|ONTOLOGY[69]|EVALMETRIC[69]|SOFTWARE[69]|PUBLICATION[69]|CONFERENCE[69]|WORKSHOP[69]|PROGLANG[69]
12-5	3642-3643	R	*[69]	LICENSE[69]|PROJECT[69]|DATASET[69]|ONTOLOGY[69]|EVALMETRIC[69]|SOFTWARE[69]|PUBLICATION[69]|CONFERENCE[69]|WORKSHOP[69]|PROGLANG[69]
12-6	3644-3652	pacakges	*[69]	LICENSE[69]|PROJECT[69]|DATASET[69]|ONTOLOGY[69]|EVALMETRIC[69]|SOFTWARE[69]|PUBLICATION[69]|CONFERENCE[69]|WORKSHOP[69]|PROGLANG[69]
12-7	3653-3659	before	*[69]	LICENSE[69]|PROJECT[69]|DATASET[69]|ONTOLOGY[69]|EVALMETRIC[69]|SOFTWARE[69]|PUBLICATION[69]|CONFERENCE[69]|WORKSHOP[69]|PROGLANG[69]
12-8	3660-3665	using	*[69]	LICENSE[69]|PROJECT[69]|DATASET[69]|ONTOLOGY[69]|EVALMETRIC[69]|SOFTWARE[69]|PUBLICATION[69]|CONFERENCE[69]|WORKSHOP[69]|PROGLANG[69]
12-9	3666-3669	the	*[69]	LICENSE[69]|PROJECT[69]|DATASET[69]|ONTOLOGY[69]|EVALMETRIC[69]|SOFTWARE[69]|PUBLICATION[69]|CONFERENCE[69]|WORKSHOP[69]|PROGLANG[69]
12-10	3670-3679	interface	*[69]	LICENSE[69]|PROJECT[69]|DATASET[69]|ONTOLOGY[69]|EVALMETRIC[69]|SOFTWARE[69]|PUBLICATION[69]|CONFERENCE[69]|WORKSHOP[69]|PROGLANG[69]
12-11	3680-3688	programs	*[69]	LICENSE[69]|PROJECT[69]|DATASET[69]|ONTOLOGY[69]|EVALMETRIC[69]|SOFTWARE[69]|PUBLICATION[69]|CONFERENCE[69]|WORKSHOP[69]|PROGLANG[69]
12-12	3688-3689	.	*[69]	LICENSE[69]|PROJECT[69]|DATASET[69]|ONTOLOGY[69]|EVALMETRIC[69]|SOFTWARE[69]|PUBLICATION[69]|CONFERENCE[69]|WORKSHOP[69]|PROGLANG[69]

#Text=Please feel free to use it for academic purposes.
13-1	3697-3703	Please	*[70]	PUBLICATION[70]|ONTOLOGY[70]|EVALMETRIC[70]|CONFERENCE[70]|SOFTWARE[70]|PROJECT[70]|PROGLANG[70]|WORKSHOP[70]|LICENSE[70]|DATASET[70]
13-2	3704-3708	feel	*[70]	PUBLICATION[70]|ONTOLOGY[70]|EVALMETRIC[70]|CONFERENCE[70]|SOFTWARE[70]|PROJECT[70]|PROGLANG[70]|WORKSHOP[70]|LICENSE[70]|DATASET[70]
13-3	3709-3713	free	*[70]	PUBLICATION[70]|ONTOLOGY[70]|EVALMETRIC[70]|CONFERENCE[70]|SOFTWARE[70]|PROJECT[70]|PROGLANG[70]|WORKSHOP[70]|LICENSE[70]|DATASET[70]
13-4	3714-3716	to	*[70]	PUBLICATION[70]|ONTOLOGY[70]|EVALMETRIC[70]|CONFERENCE[70]|SOFTWARE[70]|PROJECT[70]|PROGLANG[70]|WORKSHOP[70]|LICENSE[70]|DATASET[70]
13-5	3717-3720	use	*[70]	PUBLICATION[70]|ONTOLOGY[70]|EVALMETRIC[70]|CONFERENCE[70]|SOFTWARE[70]|PROJECT[70]|PROGLANG[70]|WORKSHOP[70]|LICENSE[70]|DATASET[70]
13-6	3721-3723	it	*[70]	PUBLICATION[70]|ONTOLOGY[70]|EVALMETRIC[70]|CONFERENCE[70]|SOFTWARE[70]|PROJECT[70]|PROGLANG[70]|WORKSHOP[70]|LICENSE[70]|DATASET[70]
13-7	3724-3727	for	*[70]	PUBLICATION[70]|ONTOLOGY[70]|EVALMETRIC[70]|CONFERENCE[70]|SOFTWARE[70]|PROJECT[70]|PROGLANG[70]|WORKSHOP[70]|LICENSE[70]|DATASET[70]
13-8	3728-3736	academic	*[70]	PUBLICATION[70]|ONTOLOGY[70]|EVALMETRIC[70]|CONFERENCE[70]|SOFTWARE[70]|PROJECT[70]|PROGLANG[70]|WORKSHOP[70]|LICENSE[70]|DATASET[70]
13-9	3737-3745	purposes	*[70]	PUBLICATION[70]|ONTOLOGY[70]|EVALMETRIC[70]|CONFERENCE[70]|SOFTWARE[70]|PROJECT[70]|PROGLANG[70]|WORKSHOP[70]|LICENSE[70]|DATASET[70]
13-10	3745-3746	.	*[70]	PUBLICATION[70]|ONTOLOGY[70]|EVALMETRIC[70]|CONFERENCE[70]|SOFTWARE[70]|PROJECT[70]|PROGLANG[70]|WORKSHOP[70]|LICENSE[70]|DATASET[70]

#Text=Note: The Para-DPMM project depend heavily on the open source Dirichlet Process Mixtures package(http://people.csail.mit.edu/jchang7/code.php) written by Jason Chang.  ###############################################################################
14-1	3750-3754	Note	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-2	3754-3755	:	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-3	3756-3759	The	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-4	3760-3769	Para-DPMM	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-5	3770-3777	project	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-6	3778-3784	depend	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-7	3785-3792	heavily	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-8	3793-3795	on	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-9	3796-3799	the	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-10	3800-3804	open	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-11	3805-3811	source	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-12	3812-3821	Dirichlet	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-13	3822-3829	Process	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-14	3830-3838	Mixtures	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-15	3839-3846	package	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-16	3846-3847	(	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-17	3847-3851	http	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-18	3851-3852	:	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-19	3852-3853	/	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-20	3853-3854	/	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-21	3854-3874	people.csail.mit.edu	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-22	3874-3875	/	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-23	3875-3882	jchang7	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-24	3882-3883	/	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-25	3883-3891	code.php	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-26	3891-3892	)	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-27	3893-3900	written	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-28	3901-3903	by	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-29	3904-3909	Jason	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-30	3910-3915	Chang	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-31	3915-3916	.	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-32	3918-3919	#	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-33	3919-3920	#	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-34	3920-3921	#	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-35	3921-3922	#	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-36	3922-3923	#	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-37	3923-3924	#	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-38	3924-3925	#	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-39	3925-3926	#	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-40	3926-3927	#	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-41	3927-3928	#	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
14-42	3928-3929	#	*[71]	CONFERENCE[71]|SOFTWARE[71]|PROGLANG[71]|WORKSHOP[71]|LICENSE[71]|DATASET[71]|ONTOLOGY[71]|PROJECT[71]|EVALMETRIC[71]|PUBLICATION[71]
