#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=  
0-0	0-2	 	*[720]|*[1100]	PROGLANG[720]|WORKSHOP[720]|LICENSE[720]|ONTOLOGY[720]|PROJECT[720]|SOFTWARE[720]|DATASET[720]|EVALMETRIC[720]|PUBLICATION[720]|CONFERENCE[1100]
23-872	14287-14297	karateclub	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-873	14312-14313	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-874	14313-14315	en	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-875	14315-14316	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-876	14316-14322	latest	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-877	14322-14323	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-878	14323-14330	modules	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-879	14330-14331	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-880	14331-14340	root.html	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-881	14340-14341	#	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-882	14341-14379	karateclub.node\_embedding.meta.neu.NEU	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-882	14341-14351	karateclub	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-883	14379-14380	)	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-884	14380-14381	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-885	14381-14382	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-886	14383-14387	from	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-887	14388-14392	Yang	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-888	14393-14394	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-889	14394-14396	et	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-890	14397-14399	al	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-891	14399-14400	.	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-892	14400-14401	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-893	14401-14402	:	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-894	14403-14404	\[	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-895	14404-14408	Fast	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-896	14409-14416	Network	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-897	14417-14426	Embedding	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-898	14427-14438	Enhancement	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-899	14439-14442	via	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-900	14443-14447	High	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-901	14448-14453	Order	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-902	14454-14463	Proximity	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-903	14464-14477	Approximation	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-904	14477-14478	\]	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-905	14478-14479	(	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-906	14479-14484	https	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-907	14484-14485	:	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-908	14485-14486	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-909	14486-14487	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-910	14487-14500	www.ijcai.org	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-910	14491-14496	ijcai	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-911	14500-14501	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-912	14501-14512	Proceedings	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-913	14512-14513	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-914	14513-14517	2017	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-915	14517-14518	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-916	14518-14522	0544	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-917	14522-14523	.	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-918	14523-14526	pdf	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-919	14526-14527	)	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-920	14528-14529	(	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-921	14529-14534	IJCAI	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-922	14535-14539	2017	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-923	14539-14540	)	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-924	14542-14543	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-925	14543-14544	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-926	14544-14549	Graph	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-927	14550-14555	Level	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-928	14556-14565	Embedding	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-929	14565-14566	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-930	14566-14567	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-931	14569-14570	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-932	14571-14572	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-933	14572-14573	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-934	14573-14574	\[	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-935	14574-14583	FEATHER-G	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-936	14583-14584	\]	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-937	14584-14585	(	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-938	14585-14590	https	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-939	14590-14591	:	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-940	14591-14592	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-941	14592-14593	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-942	14593-14618	karateclub.readthedocs.io	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-942	14593-14603	karateclub	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-943	14618-14619	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-944	14619-14621	en	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-945	14621-14622	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-946	14622-14628	latest	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-947	14628-14629	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-948	14629-14636	modules	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-949	14636-14637	/	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-950	14637-14646	root.html	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-951	14646-14647	#	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-952	14647-14699	karateclub.graph\_embedding.feathergraph.FeatherGraph	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-952	14647-14657	karateclub	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-953	14699-14700	)	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-954	14700-14701	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-955	14701-14702	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-956	14703-14707	from	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-957	14708-14720	Rozemberczki	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-958	14721-14722	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-959	14722-14724	et	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-960	14725-14727	al	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-961	14727-14728	.	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-962	14728-14729	\*	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-963	14729-14730	:	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-964	14731-14732	\[	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-965	14732-14746	Characteristic	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-966	14747-14756	Functions	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-967	14757-14759	on	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-968	14760-14766	Graphs	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-969	14766-14767	:	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
23-970	14768-14773	Birds	*[1089]	SOFTWARE[1089]|DATASET[1089]|PUBLICATION[1089]|EVALMETRIC[1089]|CONFERENCE[1089]|PROGLANG[1089]|WORKSHOP[1089]|PROJECT[1089]|LICENSE[1089]|ONTOLOGY[1089]
